bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62,bin_63,bin_64,epic_number,Class,Probability
0.0,0.006082867370536214,0.030292986639694694,0.0029780628264834195,0.05081062984491076,0.029278461684716713,0.016880375338733978,0.047953926249534866,0.0901345856811469,0.0972833193756496,0.1543632106854213,0.15761842794039246,0.23739701321636225,0.2205972577546277,0.2909850924265481,0.3027671497639359,0.3635521688596786,0.4034189698018024,0.4125404174311201,0.4453469107665247,0.5772334721555233,0.6144796227703458,0.6189491619167357,0.6737362989062703,0.6494334235124879,0.7069745572787559,0.7306611703392447,0.7719343521229325,0.8157632523244409,0.8515287113200593,0.8981955530979296,0.8868508875955813,0.9579832831660624,0.9725669175151296,0.936383355789591,0.9404147804780488,0.9553612133428784,1.0,0.9538217388023008,0.9467136739979144,0.9194463367739646,0.9065451901720568,0.8756139139579426,0.8223110893604146,0.821832315623756,0.8007660472489476,0.7788303591195997,0.7467121256187216,0.7267059770805172,0.6979408595072845,0.656456996293707,0.6391785827886487,0.5856008205908487,0.5339704116641757,0.477874287935213,0.400690213004575,0.3576339980460086,0.2935175866333852,0.27987260505508954,0.2361642275501809,0.1679603028372656,0.118245699485228,0.08713127375294939,0.027632756734057653,206363004,OTHPER,0.970398
0.0,0.11808526566080305,0.05278976176183163,0.12136881412657237,0.3344191942777122,0.2228408139700782,0.3919040023124588,0.34650223219949666,0.28329371160836353,0.5774215295061151,0.4821760967818823,0.4550855930724989,0.3481226808377512,0.4488263825107457,0.6023477460039587,0.5976106764401101,0.5392654401034858,0.644372312567636,0.6645224873792942,0.4929902905304086,0.69870521248081,0.3294517295384015,0.5562004694612166,0.6605155079029462,0.5071815219549961,0.6474316966586351,0.8382492658579087,0.7066453322644347,0.561615842105433,0.8269189890880888,0.7295605934423287,0.7715798743097864,0.8396242700704062,0.7689327079620893,0.7032415671820205,0.7761651475919366,0.7348471743070157,0.7818632499173003,0.7108205086183075,0.6687219908343566,0.7417372839717254,0.744248510420182,0.6783177885453643,0.5273581481230889,0.7038976885816755,0.7749816591663676,1.0,0.7395721480365474,0.7188268945867577,0.8393228615567959,0.913205366735413,0.7687389192006586,0.7382802661512466,0.5488550514421336,0.6343413366694253,0.4666855218929799,0.486995482759218,0.5534574601234276,0.4144046058028537,0.4582997137491528,0.3636952194182863,0.3676573623394087,0.3647577906302095,0.12129775746727373,206142534,Noise,0.888124
0.0,0.3115931095708207,0.246958648465906,0.4259940220514344,0.3758054563884114,0.2842488344329788,0.3635319367541711,0.35877017787652754,0.3772898697151505,0.27866432843434114,0.11686864792704454,0.3469281537466829,0.3775472841745972,0.3762139326900386,0.2112916313114403,0.41479232013904205,0.3087250481835882,0.478986277916338,0.3398396557206277,0.6509128526235409,0.35873991838617125,0.37687344081384144,0.3124160112894581,0.532184559136612,0.5698922964365147,0.3308312339086948,0.6242543155847502,1.0,0.8025213474905669,0.6540296837318212,0.6573082501900501,0.6666049078758196,0.6365338238961008,0.6283404569030879,0.6983504764971475,0.5926637679468282,0.6170292564897982,0.5721880172639047,0.5689629999060326,0.6342880600663866,0.4327584819718796,0.43945600752209496,0.539620966295015,0.5117022077175377,0.3981635712558347,0.606920724394863,0.520634821031618,0.2171448967620853,0.5186948902112172,0.7387662185361403,0.5084933443816153,0.3778759271652835,0.2427344098790381,0.010513334040157273,0.2585839467541757,0.30412850501337785,0.3314293587981161,0.4509111237941796,0.2699894696956999,0.09527514190175793,0.216122841514549,0.17149865317724627,0.11306747366779735,0.3405027844601879,206402831,Noise,0.8655379999999999
0.0,0.08076929226383428,0.21292038391094745,0.3825989546612453,0.5567725555667519,0.7023596617560459,0.8087002392727304,0.8672836371482351,0.8906763003594415,0.9156432938887166,0.9321896351641346,0.9548048718030572,0.9666862052766926,0.9831524918360286,0.99362251186416,0.9956157392491052,1.0,0.9969935620621776,0.990661638063122,0.9825187716306882,0.9703047239471956,0.9578188299289406,0.9460932506717464,0.933194205611562,0.919356889413994,0.8953139271804755,0.8537934027579689,0.807199813751997,0.7525856785838511,0.7089984612426601,0.6882714438348804,0.6715041457462826,0.6742702814013134,0.686683739599064,0.7047200272790379,0.7470013763362425,0.7961685504156654,0.8398705279486184,0.8819998128679791,0.907756846275247,0.9230017705527878,0.936504753682984,0.948853437963268,0.9659801096018568,0.9739513198320896,0.9887078777756836,0.9918286338293768,0.9998556163420936,0.9961469993007076,0.9915888868446948,0.9837182218820156,0.9689126173739868,0.9553264887809244,0.9351644550208866,0.9148069218133408,0.8973064780181008,0.8685754448996744,0.8171367998985966,0.7107559636814527,0.5661422764128387,0.3984367066813861,0.2275439739089849,0.09086447764872772,0.007408469956359045,206049222,EB,0.948119
0.0,0.3785035792576812,0.9789352089488882,0.9954465496967412,0.9854339815516804,0.9933202713690532,0.9871327272860859,0.9885299570708522,0.9921641747223257,0.9903169861680924,0.9949660171718028,0.9889817568618472,0.9858578211233482,0.990100418254308,0.9921238670101667,0.9918194583061029,0.9898962778688464,0.9908729859257582,0.9905377271910404,0.9940855985515448,0.9857345593433428,0.9957723952666668,0.9916634907457459,0.9971468837051842,0.992755733117474,0.9958010352861668,0.9925970053098936,0.98362069507529,0.9883286707461668,0.9900193132772412,0.9928336087051892,0.9958536999866859,0.9921110551697055,0.9877012948018412,0.9939566233141628,0.9920567680465348,0.9926505135451368,0.9907707829942758,0.9871372047140284,0.9955242194353932,0.9895740624132812,0.9905515123413366,0.9963037883974856,0.9921460355211592,0.9921439727905532,1.0,0.9906024716381376,0.9909560568166591,0.9926401027632278,0.9923478954734436,0.9926522083862068,0.9920483806840881,0.984828624681762,0.9863903602480782,0.9909953372685608,0.992685160274068,0.9897877398522364,0.9856325083743738,0.9854520214498488,0.9881290662249284,0.9923341401396536,0.9921106929340572,0.9825156382404262,0.317372853666171,206038483,EA,0.623023
0.0,0.4623909754655237,0.24529593958324686,0.13924204633948342,0.08331691321439284,0.16351867810017515,0.09988446388390994,0.17284957912822516,0.2769433613100783,0.2550367358623334,0.22244770982353707,0.19321326655359006,0.1847454502812212,0.2920140802224207,0.4161237618864808,0.3720563353142128,0.3345573533325333,0.5315179207930494,0.2899765224811752,0.3833973655234091,0.3189742456465815,0.2829254946081885,0.474773621430346,0.6949376211875073,0.4479667163610173,0.4392695902190024,0.3786972390173921,0.4735113891581107,0.6331541857312154,0.7305045163054084,0.6494696773418347,0.8139244359326411,0.7008193453125086,0.5941311091625631,0.2846363704961207,0.5990066407250445,0.2416933654154109,0.5609692075623804,0.5789372870373739,0.567954925785879,0.5668439732783301,0.4688936036099956,0.4795881222506185,0.549459491106723,0.585803294375719,1.0,0.7158009244740537,0.5397374944859937,0.6589605984584873,0.7591429504481854,0.5198059390960119,0.5473566821570347,0.6931742150830663,0.4900666880516761,0.8168861439425831,0.7683583484895284,0.9103456333738676,0.6883548362884789,0.6919375960366345,0.5762254699260495,0.2298314709169771,0.4589163313954534,0.4314698850521429,0.5107674452008207,206129995,Noise,0.917342
0.0,0.032563022035436,0.029905060467608362,0.07736482299796213,0.12036779184340594,0.16824419657123033,0.2257326461026889,0.2800394521554341,0.34064858807245657,0.41507406005352654,0.4759599339843976,0.5247220743794869,0.6050569520577529,0.6303455272512727,0.725027728485695,0.7638179781852287,0.8062598791766334,0.8630440270490383,0.9096556662603112,0.9243726979372526,0.9556784141389836,0.9841678596484988,0.9952631681951044,1.0,0.983019271469323,0.9715028835188784,0.9369174648940528,0.9540329454225306,0.9361931796939108,0.9107996152936956,0.9040803550993424,0.8785822538747567,0.8625022415580327,0.8635410737206656,0.8559396420757474,0.8716667910097343,0.8634879224880363,0.8700692335315897,0.8925975186258841,0.8859077978500661,0.9126529433973546,0.9103431042821192,0.9159840218751022,0.9027699040115176,0.8984798822173424,0.8866932515469501,0.8511992831812429,0.8051553256632721,0.7649669805556885,0.6896799669076344,0.6315246908983545,0.5449694481499331,0.4583769638763432,0.3747996216511364,0.3012940981804128,0.23039182626787705,0.15351598189544605,0.10162661534123196,0.051477396482856895,0.00020690698699582857,0.11448448450337945,0.05761109324975992,0.02514846407211524,0.010395901717348794,206503816,OTHPER,0.92052
0.0,0.3690395861202398,0.11435112990457015,0.34120233388929483,0.5003604747270612,0.3768960273898971,0.08876003572136107,0.5624019137593992,0.36452268508530217,0.4722205737167458,0.6078413268294628,0.519012469347427,0.4295084994616663,0.5887377578066565,0.5916110180059874,0.4848543558745074,0.6528683449421316,0.6932974316094408,0.6915996280726905,0.6680912763090352,0.7238396243867866,0.5838142311413343,0.5899415687681718,0.7224139779605615,0.8357312204771338,0.8892846210338706,0.9986354743696864,0.7731294757611912,0.6081075091636899,0.7907301904262908,0.7656971396939148,0.7880220871537532,0.6533221630675305,0.9400624471133108,0.7153517840458645,0.5421179335236977,0.6453757692854839,1.0,0.7100175224207349,0.6479638190162502,0.5569660088966869,0.7018825561320107,0.4677139877731359,0.4850303294331592,0.4816989391981743,0.38925210720650055,0.4231458821354112,0.5354192513530424,0.2313857887471844,0.2509231628881656,0.4637740079661045,0.3482734095108781,0.3013297109961777,0.5124874413578171,0.24824424399949185,0.5302639757930626,0.4202691079896261,0.22673259024250694,0.3655816842824093,0.2927441722505657,0.3605889409297312,0.3378451530544365,0.3676456791053987,0.2836527077222295,206147721,Noise,0.8994120000000001
0.0,0.29350640187688937,0.3293674379941346,0.14842882265596574,0.22619725765866355,0.2037254606327205,0.3408865292419229,0.10100999723263017,0.3604183326107256,0.13496864963459668,0.19134966941107334,0.2769721584645816,0.22927913704499275,0.25977365254416146,0.2571057171364781,0.33517939750296355,0.21893715338756325,0.16653583980539935,0.3307825415746366,0.3448210205106019,0.27387449467877184,0.25178476092281066,0.4380511960444747,0.3101342664893894,0.3415869409156354,0.4613592316640942,0.29449085685031023,0.3142837181767483,0.25366586952981257,0.3087920274500354,0.4213886886262447,0.3541557367397305,0.3704793201683005,0.457612307517124,0.4730864151355487,0.37866173411515175,0.33462557668902176,0.3943598222840101,0.4528865368782675,0.4256846481024117,0.4661254570808898,0.5070297113240337,0.5601676107897966,0.5288234968372361,0.5033613655831507,1.0,0.6419061350013339,0.5370846505801743,0.4400558285081465,0.5212410232902644,0.6016524343327786,0.6280649350864921,0.5346301705861263,0.3351575004916334,0.4636696805911107,0.3463749368834937,0.369867500647528,0.3803395841360565,0.3743630536549564,0.4301904208202672,0.4673113387586957,0.338443886142733,0.2385138680610412,0.12433197040740294,205973499,Noise,0.8545309999999999
0.0,0.2755933466560919,0.3713835800632144,0.3588783402272301,0.4529018885462304,0.32637569164192465,0.41879416858740576,0.6413549851656056,0.4745058653256752,0.5609445428327859,0.6061320365947783,0.5054773968170171,0.6288993097942849,0.6440454100045766,0.4413659541345543,0.3168207993594925,0.4897364545271774,0.9035532753550816,0.574055770094249,0.8156839957476119,0.5862777456046578,0.91604167378914,0.5819922304941072,0.8800876020874792,0.6546383352772956,0.6811748417827154,0.6847654599885279,0.5146360171876868,0.6195879671360385,1.0,0.7466181926866382,0.9384012857575208,0.8573458400516462,0.5579838554364306,0.847119164039088,0.7287788408005142,0.667655997882208,0.5824648131895009,0.5824242262269466,0.4712416084637165,0.3995056342557359,0.6830132902500841,0.4157088999809885,0.7374663335906254,0.3635895941991173,0.4034526189192129,0.2360796107392095,0.8717078438528548,0.33838799955870924,0.4021116519914144,0.3789735610523642,0.054616325043532206,0.5147548681982348,0.3407391941250957,0.20527540969030836,0.40853102822901344,0.18752563297710434,0.2647605363276704,0.141164829040303,0.4386741702126602,0.3341187371200598,0.3070044980677566,0.20105152148792602,0.277389341307114,205974254,Noise,0.9093
