epic_number,Period_1,Period_2,amp_ratio_21,k2_teff,k2_rad,k2_mass,abs_magnitude,bp_rp,bp_g,g_rp,lc_amplitude,p2p_98,p2p_mean,stddev,kurtosis,skew,iqr,mad,max_binned_p2p,mean_binned_p2p,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62,bin_63,bin_64,class,probability
201488365,6.734215176,0.560757627,0.08326993010239386,5476.0,2.91,1.44,2.4785504728640486,0.65483713,0.2761259,0.37871122,0.37576898575958495,0.05528877394256392,-2.112169214328541e-06,0.06287921505769681,16.870529238569848,-4.174472079823967,0.005541746975449069,0.00397509968345264,0.7098568920453483,0.008798348923799264,0.0,0.7098568920453483,0.9715832601075388,0.9751293755260712,0.9761580489389592,0.9781988262513076,0.9810395621475316,0.9842477199680086,0.9860711152299674,0.9888050435985442,0.9912063656021376,0.9939429534918366,0.9961739653175832,0.9981322335582626,0.9989062499450064,0.9990615575631616,1.0,0.9999474029708268,0.9981815566052334,0.9968057136488401,0.9961391762977422,0.9937544535451619,0.9914336300431752,0.9895802346040172,0.9872991201572988,0.9845620157929376,0.9823697116630852,0.9804114969268176,0.9772049431918592,0.9769281221311196,0.9659438080920044,0.5254148935672961,0.03554762046899638,0.7093045473344554,0.9741981537060598,0.9755685477105676,0.9777659452448028,0.9785728368932124,0.9809338124242994,0.984149252506292,0.9856525320981704,0.9879429544337228,0.9904089098203064,0.9911413084368764,0.9936795940142078,0.9950350205599714,0.9957834092332664,0.9968823552019259,0.9974029926736672,0.9966582243405964,0.9963565352933618,0.9952809698503872,0.9936347380429283,0.9916518833403462,0.9892495155304004,0.9874099865333807,0.9843128189197936,0.9819690301574208,0.9799448861001112,0.9774267062229308,0.9757312134393816,0.9735733921172056,0.9659880054514948,0.5542959821993535,EA,0.98383
201893576,0.92994307,13.80191578,14.841678190042321,4462.0,0.61,0.68,6.582949942250407,1.4976063,0.69003296,0.8075733,0.09399100904828972,0.039775150675097945,7.462230649272159e-07,0.015088363832754437,6.897466894315307,-2.5976437590759462,0.007631034616881083,0.005525753094273011,0.4523600799669002,0.006999494129010826,0.0,0.13310698864584022,0.5854670686127404,0.8611305500828491,0.9092441913466102,0.9000628969453497,0.8993891066308456,0.9031314945620822,0.9099207227534741,0.897010605708832,0.8953340790164549,0.9099525336360595,0.9059490390842332,0.9072925971817148,0.9127992978799698,0.9137512308586077,0.9303422659670364,0.9258897392640272,0.9297874059926012,0.9274087941514724,0.9341887804603892,0.9445032632168401,0.9518576190591912,0.9593398981741476,0.9477137338303768,0.9590435430402424,0.9529515911170904,0.9533351516663012,0.9736361440509032,0.9650284866867372,0.9055053619031488,0.6737562622055554,0.4841106099957426,0.5407770948429037,0.7984562133033161,0.9666188050257192,0.9757773743116028,0.9822228727609328,0.9980066790168901,0.9974731807955416,0.9839672558685344,0.9947651109121868,0.9961187638082559,0.9919562440541192,0.9990449611754921,0.9859888903741636,1.0,0.9880207931167784,0.9915762600346342,0.9732836834882136,0.9777560159689463,0.975686377105751,0.9697758370964366,0.9662834338341936,0.9719271581957633,0.9538435962436976,0.9545800410779148,0.9424124381095752,0.9566598494859228,0.9409320836753408,0.9317897646041828,0.9279990103649792,0.7993098487518259,0.4409681301276819,EA,0.714268
201828402,19.27854202,18.18521939,0.9432881060784699,4181.0,0.51,0.56,7.676904307797969,1.6931133000000003,0.80508995,0.8880234,0.026385664546264898,0.005021073856377574,-4.4870445355069965e-06,0.003250064823138345,0.6101047682649048,-0.150826551637588,0.0040969000634484285,0.0030242362187948525,0.27975559798848404,0.0010187712833436935,0.0,0.07395009363722349,0.076093487001722,0.15896330247628526,0.0124315277287877,0.17829640341483172,0.006578509322743164,0.1882073139339818,0.04312529043233297,0.13591366179177447,0.07666521559999621,0.2468786702246136,0.2737871153763106,0.1839388648128841,0.2812568221837031,0.41997076904942426,0.4762414617473365,0.3675248606449815,0.4168573858467155,0.4290054799302941,0.4395463503628659,0.6092498219923552,0.5429125551993074,0.5614914940918244,0.6902462462610824,0.6913271347153573,0.6767761585666451,0.5519231134061727,0.8316787113946568,0.9469051747060228,0.7566687016212932,0.8133459946604701,0.9361917538617166,0.9037595253701404,1.0,0.9281965461363187,0.8051447525133743,0.9692796649426731,0.9067439356745324,0.9275955350595616,0.8151388225095766,0.9162112175574006,0.8623626573904539,0.8578108853946367,0.7649603512903079,0.736457405432297,0.5903174533617855,0.4353671892809451,0.6089680955448593,0.39974864445622815,0.1915197349871377,0.2719503230342018,0.1441372930064931,0.10812135007162776,0.3230966625363336,0.3634738207086722,0.2781952458382235,0.17156955007536914,0.03239746398320357,0.2521717592864585,0.2368352571361285,0.1346207222424042,0.1646390873518271,0.06418259085065263,Noise,0.9819120000000001
201738572,13.01749271,12.31743893,0.9462220724377881,4847.0,2.39,0.96,6.333716605931128,1.2492752,0.5612402,0.6880350000000001,0.03581952272043365,0.00131823870957269,6.630012659474853e-07,0.008276924032402974,-0.8431672603598495,0.06685944782391008,0.013509432504314023,0.00979082016478477,0.09965692665300567,0.000310157101054337,0.0,0.009457253326243234,0.0061874256374879035,0.025377530830055985,0.03313090663715173,0.05287785038221987,0.08203126402058933,0.1228479426621531,0.17054255107469898,0.2450383078143863,0.2636695759780072,0.3633265026310129,0.43426480244049215,0.5146894417028175,0.5879305334625585,0.6479566888717588,0.7236257520652705,0.7753119452770304,0.7599820624121102,0.8465945670689613,0.877394815139904,0.9221588276505479,0.9535874015389654,0.976488051023576,1.0,0.9255200945242886,0.9423658981757124,0.952009606210746,0.9432049376063282,0.9423153114870458,0.9440925963423952,0.9461172093125454,0.9565190627750292,0.9381928426194412,0.9019481545010996,0.8622075985228375,0.8361659911635524,0.8058437269725653,0.7565351623606459,0.7010113546118937,0.6608581004694455,0.6373348187766303,0.5778574357357348,0.5645312326810975,0.525208089230709,0.4796544636776577,0.4560668527187096,0.4492448475410559,0.41433882486169255,0.4059282505257181,0.3769741347232479,0.3719908878797945,0.3282656271108477,0.3230127126141153,0.2758776824409258,0.25848944050724804,0.22437026360818446,0.2063861848578168,0.15707354056765174,0.11883017026187336,0.09386499929739907,0.05099100883799783,0.030348798824895763,0.01953989736642326,OTHPER,0.994142
201387169,18.393849399999997,19.51317428,1.0608532154231949,3415.0,0.18,0.17,11.013293473677924,2.9918194,1.7100677,1.2817516000000002,0.01986174617492098,0.0049174746721780144,-7.669134464815214e-08,0.002629822186499909,0.5957304209656127,0.2048217142932691,0.003190287069133713,0.0023623270441813994,0.3213141336708933,0.0001716479730634253,0.0,0.062487394121919976,0.2964875592806449,0.11048627406035127,0.2268750647919897,0.10023059473909343,0.34030727354986434,0.2841798059105625,0.4412884310582459,0.4767245194198932,0.3193830257333911,0.2515198118099704,0.4661172876336471,0.4517180346289353,0.6136283616301073,0.5558576220623117,0.5599131888498313,0.6298632584509052,0.6941095032761113,0.7135075236250207,0.7015785515784762,0.7602948858862857,0.9319776803660464,1.0,0.9785472979541728,0.8683712969051625,0.7884874932661292,0.9635490358212458,0.9346119317173954,0.9705489050280668,0.9683174490294724,0.8664592231543106,0.8541683428338408,0.5733132258662097,0.5253367419146875,0.6741416215658351,0.7848154220574886,0.6315227946423111,0.4653890175927581,0.5052563716536754,0.35592845726176864,0.3581401305215175,0.1568027969945376,0.1226120783841992,0.1989587546437515,0.2487076677633296,0.1139349567430144,0.2876961293071705,0.09395488789807946,0.09003985400935065,0.01403980157164123,0.090291298621664,0.26985539728890623,0.17407039776178224,0.16460179892729546,0.06729480034700612,0.24387110573888204,0.10511778220336986,0.1157809615995959,0.26547707577385393,0.3268582915198086,0.005544157848915328,0.15553580559264205,0.010813822302995678,Noise,0.9885510000000001
201720109,19.27854202,18.18521939,0.9432881060784699,3582.0,0.24,0.24,,2.8401337000000004,1.4705715,1.3695621,0.048819282578267835,0.0107747175517684,3.5490930040529705e-07,0.005102561765201406,1.0818752053814364,0.33014057144585485,0.006565250100646125,0.004853746236188009,0.3100593382083453,0.0004026079789207828,0.0,0.09618754916716836,0.05444614710873258,0.00899846327148133,0.12492822832455268,0.16082872222289096,0.17821721613253774,0.11856451410706186,0.17830417518834213,0.23408861993024904,0.3045445872342137,0.28003567821264624,0.3964644850059249,0.3014246948170637,0.3987473075431739,0.19177184604505132,0.3370792420761277,0.3634229972008095,0.3206142199471298,0.3858023950257705,0.3193814106855766,0.3512947772717428,0.2681615769403153,0.43916002465238746,0.40444678791266464,0.3573155377242537,0.4980076348117466,0.4211745458562083,0.4002330897908293,0.5695950383220459,0.4298053062573303,0.507310773446615,0.7403819040498864,0.7562464003768318,0.5749057443051967,0.8669513927462864,0.8730731810756746,0.5630138428673293,0.8198871105040829,0.9437149307952476,1.0,0.8950568537785989,0.7881554537585451,0.7582224929556197,0.7122939934295792,0.6507851303147596,0.6137739931385428,0.5507967767029915,0.5725689602860664,0.5550048449778899,0.4936431731348295,0.4469368274755584,0.37112984857542747,0.4201331664080229,0.3936962390920716,0.3766220271466199,0.3481308944492883,0.2688259354535709,0.26724350964568205,0.18449430951041967,0.16142518435667652,0.2049399189927105,0.2354753796302042,0.025364302672009374,Noise,0.9840049999999999
201552857,14.96103795,19.51317428,1.3042660773412451,3130.0,0.16,0.13,12.327470648539201,3.0248593999999995,1.7454243000000003,1.2794352,0.02324454696404743,0.005292857805088258,1.6367447346545138e-06,0.0023033998216378344,0.8345599594037236,0.10949595622593143,0.002993070550423305,0.0022079922658684997,0.39534207539825705,0.0031236677009897893,0.0,0.16217932633386156,0.39727545701907785,0.2434995381217536,0.2887929911400899,0.4197938310581653,0.3276430052702347,0.4102712826901139,0.6696288485217906,0.5265635080750056,0.5002760826580945,0.4182729803379527,0.6637221538078291,0.8424699781447568,0.8477889213217534,1.0,0.8627829378542222,0.8704537926935632,0.7267158863361705,0.7699500618873785,0.9122839914110228,0.7789635816613695,0.7252564682366751,0.8276398324503965,0.8474248839967398,0.5093141011670208,0.7814350534171624,0.7665573023380573,0.7361857982121653,0.6925875530231019,0.9516121731882444,0.6572860745332583,0.732201288676757,0.7357296570476924,0.7748194703022772,0.3794773949040201,0.5689248941262683,0.37540737368587,0.30906085992241983,0.3148575140916301,0.2398176169773625,0.18191352602774333,0.11804833140726376,0.17812512932509744,0.3784575662425748,0.18294637662593305,0.2639356519248726,0.22442294196598572,0.3673952374532512,0.11964143844107855,0.2785580907447848,0.03299352525488785,0.1598453566292626,0.27313490635133725,0.2609481006863734,0.11699751396416908,0.2093241023450776,0.4127979773715961,0.14223534760323053,0.2441509929491565,0.14648500531926348,0.09163967089424938,0.2771271450307887,0.1967910651623566,Noise,0.982516
201927024,0.237294305,0.262613469,1.1066994169961222,3903.0,0.38,0.44,7.113276031475937,1.9056138999999999,0.88803864,1.0175753,0.5283425572241393,0.2545286932110972,-6.961864531240644e-05,0.14895360567514934,-1.3078228662729414,-0.00923519507787261,0.27880109823214105,0.20483343924640326,0.0964331355451974,6.775002996847349e-06,0.0,0.011046524448947886,0.043796473308578235,0.08734098528163776,0.15293792102545736,0.2254048657753321,0.31115071897557844,0.4024661159836892,0.4988992515288866,0.595172241959014,0.6903615184820701,0.7764445897220811,0.8576146389596156,0.9177045244861876,0.9625352760944648,0.9875458318325904,1.0,0.9881487813071288,0.9647098281374412,0.9168464456965744,0.8593185496973833,0.7932217585051481,0.7195706684899474,0.644722072225459,0.5670650044257328,0.4880939168559079,0.4221705122204877,0.3538146390117277,0.2954814864773661,0.2460606224949456,0.20502797843052184,0.1774901937154723,0.16653882393916866,0.1685449882335538,0.19009732003950675,0.2162642715134801,0.2590547274390162,0.3084073315837074,0.3672540390605783,0.4327327472330179,0.49422223265162796,0.5613798951386972,0.6299060936035643,0.6939631364669194,0.7551046594882941,0.8055885039527064,0.845056445612275,0.8700599284072261,0.8792062646138825,0.8712952311068483,0.8497141318592999,0.8069655249016263,0.7506565841593583,0.6809289032111822,0.6021986917817916,0.5152221790154422,0.42974625929272814,0.3424912828526983,0.25408334077394296,0.17821939598876282,0.1171099687690488,0.06204329978778,0.02437929914177461,0.0004268251888014404,EB,0.923997
201882460,18.18521939,19.27854202,1.0601214979348126,3742.0,0.33,0.35,8.882108552854325,2.1482687,1.1003876,1.0478811,0.01955646612848505,0.004376229782987524,-5.712215256102425e-07,0.002468957573784447,0.1122427742336196,0.06065990141070553,0.0033749763305368496,0.002500433410238443,0.2858054536739564,0.00125376434847487,0.0,0.0636467537302847,0.07271757735150639,0.1296989728711052,0.19242378530188048,0.03671942585001845,0.3044761706564669,0.14714191612459473,0.23760506362219425,0.2061521331014088,0.21905218208955315,0.3619461772646916,0.4734345850188036,0.273856047896668,0.4204823436926126,0.4208247597625159,0.5737874172114593,0.5728486951686544,0.6031566732078112,0.5677772916832554,0.5681495251854837,0.7855870744987704,0.5848116103392376,0.7408208802711261,0.7585984379150172,0.8351649195496035,0.8157470318678227,0.9151736516193236,0.7751635975815133,0.6898695577156364,0.8175034054377153,0.9012627576930478,0.8406419379618788,0.7339928883638837,0.9466665151775552,0.7786514137501417,0.73889746769925,1.0,0.8428383527173816,0.8741108921523572,0.9324146889524136,0.9085308258250712,0.7505049487642798,0.8295171105350784,0.8613552200206158,0.8713902891511188,0.6698234119463944,0.7036912789253074,0.5747774102611132,0.65709228916493,0.7324881462509076,0.5847874858444789,0.5439676983375774,0.5993532556186784,0.4059549069617001,0.3065175839464333,0.09432910660163946,0.38013456027559583,0.2986745195666013,0.3422603925147684,0.2153087525983996,0.2367239590504956,0.2543565395035386,0.07898715395391674,Noise,0.9827
201407812,2.827275823,0.942470958,0.3333494915257159,5229.0,9.66,0.9,2.7403315799188768,0.8281603000000001,0.33470345,0.49345684,0.2548931957844959,0.035243622778141706,-2.8915939610094503e-06,0.035489281276374914,16.72810400909609,-4.074849395283021,0.010668882288928705,0.007909500045497498,0.3661980395621758,0.004768162748810705,0.0,0.04001636045038711,0.34309493623164344,0.6910850737487095,0.9938623918009776,1.0,0.9916972028474076,0.9806309682042652,0.9775725752332828,0.9783147227525848,0.9825899605617692,0.9798565142796956,0.9748653313059265,0.9761342574793378,0.975076404118224,0.9728404023902296,0.9719551297421882,0.9703498835388124,0.966355546649198,0.9664175013029612,0.9651711444189016,0.9631294762725732,0.9643459094119446,0.9624876127911254,0.9597562765780252,0.9631304428140935,0.9607904720241776,0.9645193914720744,0.9620860768904618,0.9570813409838766,0.9579269277782227,0.9614009689256852,0.9553093471924043,0.9636414197822571,0.9632496958854764,0.9619844439396243,0.9639923951142978,0.9647500315037628,0.9617086271819958,0.9682088124854504,0.9671164225256604,0.9674507860990624,0.968294370400002,0.9662031924185353,0.9704775112904341,0.9749385821141574,0.9716238659142936,0.9736327013469082,0.9773988477544936,0.9750687576873578,0.9791121223644228,0.9831668069725824,0.9811879344453226,0.982962422936982,0.9837291698591832,0.9850671843061248,0.9835423535542578,0.9784151651894925,0.9869805819821194,0.9976744821775262,0.9980431919666152,0.9793559653836876,0.6665922927372501,0.3003942531750743,EA,0.7756109999999999
