epic_number,Period_1,Period_2,amp_ratio_21,abs_magnitude,bp_rp,bp_g,g_rp,lc_amplitude,p2p_98,p2p_mean,stddev,kurtosis,skew,iqr,mad,max_binned_p2p,mean_binned_p2p,class,probability,RRab_dist,EA_dist,EB_dist,GDOR_DSCUT_dist,template_dist
201488365,6.734215176,0.560757627,0.08326993010239386,2.4785504728640486,0.65483713,0.2761259,0.37871122,0.37576898575958495,0.05528877394256392,-2.112169214328541e-06,0.06287921505769681,16.870529238569848,-4.174472079823967,0.005541746975449069,0.00397509968345264,0.7098568920453483,0.008798348923799264,EA,0.98383,17.262676501632072,2.0,13.038404810405297,22.803508501982762,0.7384460345929006
201893576,0.92994307,13.80191578,14.84167819004232,6.582949942250407,1.4976063,0.69003296,0.8075733,0.09399100904828972,0.039775150675097945,7.462230649272159e-07,0.015088363832754437,6.897466894315307,-2.5976437590759462,0.007631034616881083,0.005525753094273011,0.4523600799669002,0.006999494129010826,EA,0.714268,19.104973174542803,4.123105625617661,10.816653826391967,24.839484696748446,0.27787777312320905
201828402,19.27854202,18.18521939,0.94328810607847,7.676904307797968,1.6931133000000005,0.80508995,0.8880234,0.026385664546264898,0.005021073856377574,-4.4870445355069965e-06,0.003250064823138345,0.6101047682649048,-0.150826551637588,0.0040969000634484285,0.0030242362187948525,0.27975559798848404,0.0010187712833436935,Noise,0.981912,21.470910553583888,16.76305461424021,24.75883680627989,7.280109889280517,0.6458195440962098
201738572,13.01749271,12.31743893,0.946222072437788,6.333716605931128,1.2492752,0.5612402,0.6880350000000001,0.03581952272043365,0.00131823870957269,6.630012659474853e-07,0.008276924032402974,-0.8431672603598495,0.06685944782391008,0.013509432504314023,0.00979082016478477,0.09965692665300567,0.000310157101054337,OTHPER,0.994142,21.93171219946131,23.3452350598575,16.278820596099706,12.041594578792296,0.21999766167375095
201387169,18.3938494,19.51317428,1.0608532154231949,11.013293473677924,2.9918194,1.7100677,1.2817516000000002,0.01986174617492098,0.0049174746721780144,-7.669134464815214e-08,0.002629822186499909,0.5957304209656127,0.2048217142932691,0.003190287069133713,0.0023623270441813994,0.3213141336708933,0.0001716479730634253,Noise,0.988551,13.0,21.93171219946131,17.464249196572982,12.041594578792296,1.1104107381104718
201552857,14.96103795,19.51317428,1.3042660773412451,12.3274706485392,3.0248593999999995,1.7454243000000005,1.2794352,0.02324454696404743,0.005292857805088258,1.6367447346545138e-06,0.0023033998216378344,0.8345599594037236,0.10949595622593143,0.002993070550423305,0.0022079922658685,0.39534207539825705,0.003123667700989789,Noise,0.982516,12.041594578792296,18.027756377319946,13.601470508735444,16.278820596099706,1.5137960639637191
201927024,0.237294305,0.262613469,1.1066994169961222,7.113276031475937,1.9056139,0.88803864,1.0175753,0.5283425572241393,0.2545286932110972,-6.961864531240644e-05,0.14895360567514934,-1.3078228662729414,-0.00923519507787261,0.27880109823214105,0.20483343924640326,0.0964331355451974,6.775002996847349e-06,EB,0.923997,9.848857801796104,17.464249196572982,3.0,19.209372712298546,0.2284299049717969
201882460,18.18521939,19.27854202,1.0601214979348126,8.882108552854325,2.1482687,1.1003876,1.0478811,0.01955646612848505,0.004376229782987524,-5.712215256102424e-07,0.002468957573784447,0.1122427742336196,0.06065990141070553,0.0033749763305368496,0.002500433410238443,0.2858054536739564,0.00125376434847487,Noise,0.9827,16.97056274847714,15.297058540778355,17.88854381999832,11.401754250991381,0.4575545421119347
201407812,2.827275823,0.942470958,0.3333494915257159,2.7403315799188768,0.8281603000000001,0.33470345,0.49345684,0.2548931957844959,0.035243622778141706,-2.8915939610094503e-06,0.03548928127637492,16.72810400909609,-4.074849395283021,0.010668882288928705,0.007909500045497498,0.3661980395621758,0.004768162748810705,EA,0.7756109999999999,16.031219541881402,4.123105625617661,12.369316876852979,22.203603311174522,0.4683408093363321
201590024,20.0,18.82580772,0.9412903859999999,5.891842398391848,0.2940426,-0.015974045,0.31001663,0.029826044591748868,0.0091458670113718,-1.038702931514398e-06,0.0036693156674325812,0.8833244995927738,0.27864044165900137,0.004588581727697161,0.0033961492629811787,0.44734275895625003,0.00423434601408031,Noise,0.991359,21.633307652783934,15.297058540778355,12.806248474865697,16.55294535724685,1.5780228589969116
201543049,0.2451465,8.849938925,36.10061300079747,6.688807689890443,1.0779572,0.47000313,0.607954,0.042206497404005616,0.007707318516090595,-1.467022998339904e-06,0.00509031544825468,1.976910467769506,0.9071469677332868,0.006087513252388321,0.004458410573030386,0.4205345061120679,0.0012635325795829495,Noise,0.988408,21.40093455903269,16.1245154965971,14.212670403551895,15.231546211727816,3.7998059875042784
201610811,0.14114581,0.065611709,0.4648505612741887,5.6151363702417605,1.3034325,0.5786915,0.724741,0.265826260259477,0.150991679389485,3.2265830216368685e-05,0.08273458393711389,-1.4765089473767896,0.01504263861081259,0.16486560398925687,0.12220266087565985,0.05471084303716439,7.806421673002676e-05,EB,0.900755,17.262676501632072,23.323807579381203,19.849433241279208,2.0,0.05137673571708097
201479538,14.96103795,18.60732198,1.2437186538919245,9.347531708390148,2.7342062,1.4708652,1.263341,0.0855052284823794,0.009284923334721008,3.832796130934056e-06,0.005249200938173607,5.100654215954629,-0.1765621807074641,0.006113253282152398,0.004531257001115979,0.5450350718965915,0.0012512994863773455,Noise,0.985402,22.67156809750927,18.110770276274835,15.556349186104045,14.560219778561034,2.5527254611586057
201910662,20.0,16.67238347,0.8336191734999999,6.960548109045961,1.2376671,0.5126858,0.7249813,0.07823388140336995,0.011852781503882292,-5.860607939618064e-06,0.007264761663024831,2.6647232425623697,-0.18153154584275585,0.009032024403358596,0.006652711846723044,0.7345769673777124,0.0021437761390728878,Noise,0.982743,20.808652046684813,15.132745950421555,13.601470508735444,15.652475842498527,2.0624794421792574
201531578,0.375208893,0.056924877,0.1517151593739011,3.3699875939135535,0.7327719,0.300272,0.4324999,0.26528373300175057,0.08171233360665421,3.065512946188541e-05,0.07682528926929008,-1.407525322419807,-0.03117802325732787,0.14925394124198355,0.11064700443211208,0.09809907739121002,8.512403050528379e-05,EB,0.936976,11.704699910719626,15.652475842498527,1.0,20.518284528683196,0.3861012125371033
201271106,12.91265237,13.68411675,1.059744842337144,6.697755492163272,1.318471,0.59686375,0.7216071999999999,0.03576175315275765,0.001612733431718506,3.369648419272758e-06,0.008453233616154165,-1.2115485287320518,-0.10330920673689173,0.015268875923633018,0.010858109966633285,0.10398750023287706,0.0002616080510864683,OTHPER,0.992301,16.643316977093242,18.027756377319946,21.470910553583888,7.810249675906653,0.455963498816592
201676716,10.6062866,16.847578100000003,1.5884520884057578,6.215233198398429,0.4990425,0.12807274,0.37096977,0.03647722421675981,0.011975325363930572,3.355713477727662e-06,0.004789708121222487,0.4071266409740777,0.2604276144609527,0.006138038833295223,0.004562656348489857,0.3254363976583405,0.000503829945952722,Noise,0.986528,13.341664064126336,15.620499351813306,22.67156809750927,8.0,0.7106193796124672
201902310,15.39192304,14.5536205,0.9455362050718776,4.195192461729098,0.93224525,0.38375664,0.5484886,0.027132374672763408,0.0013862280255783847,1.4063747462603354e-06,0.006739065681772033,-0.8607628911880565,-0.44845610540948816,0.010565055506087108,0.006667448297259125,0.0954868042793669,0.0002540648554459148,OTHPER,0.990096,21.40093455903269,23.323807579381203,13.038404810405297,16.1245154965971,0.29766552751033426
201762815,0.223233322,0.048090543,0.2154272604517349,3.4339398446034486,0.7706108,0.30805397,0.46255684,0.5966669594749715,0.2775005234426173,5.933043995734558e-05,0.19348511166568685,-1.3183601312214186,-0.3449685407239427,0.3627867452676531,0.2438920213075861,0.05843422926341246,1.535909415495159e-05,EB,0.995939,24.20743687382041,20.591260281974,15.297058540778355,18.0,0.32930820898093816
201592061,0.13928204,0.08882951300000001,0.6377671737145724,5.1352880144312,1.0481081,0.44689083,0.60121727,0.28975947916726,0.2033472394756813,9.273749893179581e-06,0.0946526985196683,-1.4838732905849832,-0.018287436924702784,0.18832234570213235,0.13957029177790112,0.05234578103657017,4.805691736548896e-05,EB,0.995666,16.1245154965971,23.021728866442675,18.439088914585774,3.1622776601683795,0.05485765913192971
201933700,20.0,18.82580772,0.9412903859999999,11.024738601342245,2.8863773,1.6332474,1.25313,0.2348811382274533,0.03555530938627744,-9.9456305796887e-07,0.02098826228367008,1.4699573208389136,0.17597467056372834,0.02860740952980556,0.021209363420361827,0.3670519133389131,0.0035431952248312477,Noise,0.981517,21.93171219946131,18.027756377319946,16.278820596099706,13.601470508735444,1.9345359654114604
